id,year,cusip,ardssic,scisect,logk,sumpat,logr,pat
10,75,19645,,0,5.4289799,748,3.4406199,105
10,76,19645,,0,5.4289799,748,3.5028801,95
10,77,19645,,0,5.4289799,748,3.5696399,72
10,78,19645,,0,5.4289799,748,3.6363499,65
10,79,19645,,0,5.4289799,748,3.5346799,74
11,70,25321,3,1,6.6777902,1583,3.9283299,202
11,71,25321,3,1,6.6777902,1583,3.79842,216
11,72,25321,3,1,6.6777902,1583,3.78773,176
11,73,25321,3,1,6.6777902,1583,3.8074601,193
11,74,25321,3,1,6.6777902,1583,3.9172599,183
11,75,25321,3,1,6.6777902,1583,3.95663,232
11,76,25321,3,1,6.6777902,1583,4.1135802,188
11,77,25321,3,1,6.6777902,1583,4.1905599,244
11,78,25321,3,1,6.6777902,1583,4.2305198,165
11,79,25321,3,1,6.6777902,1583,4.28021,202
12,70,26681,4,1,4.8865399,250,1.83232,12
12,71,26681,4,1,4.8865399,250,2.0115499,26
12,72,26681,4,1,4.8865399,250,2.1384201,23
12,73,26681,4,1,4.8865399,250,2.22208,28
12,74,26681,4,1,4.8865399,250,2.2332201,30
12,75,26681,4,1,4.8865399,250,2.28737,31
12,76,26681,4,1,4.8865399,250,2.52511,30
12,77,26681,4,1,4.8865399,250,2.7485299,34
12,78,26681,4,1,4.8865399,250,2.94944,35
12,79,26681,4,1,4.8865399,250,3.01069,39
13,70,27339,1,0,3.8192401,6,-.57463002,0
13,71,27339,1,0,3.8192401,6,-.24402,0
13,72,27339,1,0,3.8192401,6,-.43540999,4
13,73,27339,1,0,3.8192401,6,-.70829999,1
13,74,27339,1,0,3.8192401,6,-.75848001,1
13,75,27339,1,0,3.8192401,6,-.72075999,0
13,76,27339,1,0,3.8192401,6,-1.00137,0
13,77,27339,1,0,3.8192401,6,-.48311001,0
13,78,27339,1,0,3.8192401,6,-.35767999,0
13,79,27339,1,0,3.8192401,6,-.42160001,0
14,70,31105,17,1,3.64447,54,1.01501,22
14,71,31105,17,1,3.64447,54,.87791002,13
14,72,31105,17,1,3.64447,54,1.00173,9
14,73,31105,17,1,3.64447,54,.90684998,11
14,74,31105,17,1,3.64447,54,.90977001,12
14,75,31105,17,1,3.64447,54,.95819998,4
14,76,31105,17,1,3.64447,54,1.05276,3
14,77,31105,17,1,3.64447,54,1.19086,5
14,78,31105,17,1,3.64447,54,1.28748,5
14,79,31105,17,1,3.64447,54,1.51296,5
15,70,31897,13,1,4.4836502,892,3.2767701,133
15,71,31897,13,1,4.4836502,892,3.2230501,98
15,72,31897,13,1,4.4836502,892,3.4012001,89
15,73,31897,13,1,4.4836502,892,3.6756301,147
15,74,31897,13,1,4.4836502,892,3.6716399,127
15,75,31897,13,1,4.4836502,892,3.4128001,102
15,76,31897,13,1,4.4836502,892,3.54193,114
15,77,31897,13,1,4.4836502,892,3.6826899,105
15,78,31897,13,1,4.4836502,892,3.8510799,107
15,79,31897,13,1,4.4836502,892,3.9586501,101
16,70,53186,9,0,2.4554901,21,1.19666,4
16,71,53186,9,0,2.4554901,21,-1.32542,7
16,72,53186,9,0,2.4554901,21,-1.07587,4
16,73,53186,9,0,2.4554901,21,-.93669999,6
16,74,53186,9,0,2.4554901,21,-.88266999,0
16,75,53186,9,0,2.4554901,21,-.93594003,2
16,76,53186,9,0,2.4554901,21,-.90243,1
16,77,53186,9,0,2.4554901,21,-.90538001,2
16,78,53186,9,0,2.4554901,21,-.91026998,4
16,79,53186,9,0,2.4554901,21,-1.00003,2
17,70,54303,4,1,5.36305,36,2.3500099,2
17,71,54303,4,1,5.36305,36,2.5002201,4
17,72,54303,4,1,5.36305,36,2.6650701,15
17,73,54303,4,1,5.36305,36,2.8524301,4
17,74,54303,4,1,5.36305,36,2.5234699,4
17,75,54303,4,1,5.36305,36,2.2990799,2
17,76,54303,4,1,5.36305,36,2.2966199,3
17,77,54303,4,1,5.36305,36,2.37953,2
17,78,54303,4,1,5.36305,36,2.59846,4
17,79,54303,4,1,5.36305,36,2.67435,2
18,70,56525,17,1,2.4928601,16,3.1256101,24
18,71,56525,17,1,2.4928601,16,.61654001,1
18,72,56525,17,1,2.4928601,16,.53591001,0
18,73,56525,17,1,2.4928601,16,.43204999,2
18,74,56525,17,1,2.4928601,16,.37009001,4
18,75,56525,17,1,2.4928601,16,.078539997,3
18,76,56525,17,1,2.4928601,16,-.15722001,3
18,77,56525,17,1,2.4928601,16,-.25997001,0
18,78,56525,17,1,2.4928601,16,-.081419997,2
18,79,56525,17,1,2.4928601,16,-.18839,2
19,70,67131,10,0,2.95488,16,.50418001,3
19,71,67131,10,0,2.95488,16,.45045999,12
19,72,67131,10,0,2.95488,16,.40547001,6
19,73,67131,10,0,2.95488,16,.27443999,4
19,74,67131,10,0,2.95488,16,-.092150003,2
19,75,67131,10,0,2.95488,16,.35519001,1
19,76,67131,10,0,2.95488,16,.21414,0
19,77,67131,10,0,2.95488,16,.29620999,0
19,78,67131,10,0,2.95488,16,.50827998,1
19,79,67131,10,0,2.95488,16,.45016,2
20,70,67797,14,0,.40603,13,-.11448,4
20,71,67797,14,0,.40603,13,-.13293,6
20,72,67797,14,0,.40603,13,-.18152,5
20,73,67797,14,0,.40603,13,-.21054,4
20,74,67797,14,0,.40603,13,-.61587,0
20,75,67797,14,0,.40603,13,-.69081998,2
20,76,67797,14,0,.40603,13,-1.54265,1
20,77,67797,14,0,.40603,13,-1.27179,1
20,78,67797,14,0,.40603,13,-1.37933,0
20,79,67797,14,0,.40603,13,-1.44998,0
21,70,67806,9,0,3.6737101,1,-.81756997,2
21,71,67806,9,0,3.6737101,1,-.93583,0
21,72,67806,9,0,3.6737101,1,-.86988002,0
21,73,67806,9,0,3.6737101,1,-.8107,1
21,74,67806,9,0,3.6737101,1,-.74040002,0
21,75,67806,9,0,3.6737101,1,-.74014997,0
21,76,67806,9,0,3.6737101,1,-.62155998,0
21,77,67806,9,0,3.6737101,1,-.67615998,0
21,78,67806,9,0,3.6737101,1,-.60381001,0
21,79,67806,9,0,3.6737101,1,-.48857,0
22,70,68797,19,0,1.43417,0,-1.05647,0
22,71,68797,19,0,1.43417,0,-1.01921,0
22,72,68797,19,0,1.43417,0,-1.04412,0
22,73,68797,19,0,1.43417,0,-1.1616499,0
22,74,68797,19,0,1.43417,0,-1.22703,0
22,75,68797,19,0,1.43417,0,-1.22892,0
22,76,68797,19,0,1.43417,0,-1.17097,0
22,77,68797,19,0,1.43417,0,-.79781997,0
22,78,68797,19,0,1.43417,0,-.68365997,0
22,79,68797,19,0,1.43417,0,-.54819,0
23,70,71707,17,1,3.9704001,114,1.83514,20
23,71,71707,17,1,3.9704001,114,1.65123,24
23,72,71707,17,1,3.9704001,114,1.73413,18
23,73,71707,17,1,3.9704001,114,1.7796201,17
23,74,71707,17,1,3.9704001,114,1.9204299,7
23,75,71707,17,1,3.9704001,114,2.00053,18
23,76,71707,17,1,3.9704001,114,2.0648201,16
23,77,71707,17,1,3.9704001,114,2.0762701,14
23,78,71707,17,1,3.9704001,114,2.09231,13
23,79,71707,17,1,3.9704001,114,2.0425301,11
24,70,71892,4,1,5.0562,445,2.4013,38
24,71,71892,4,1,5.0562,445,2.57073,48
24,72,71892,4,1,5.0562,445,2.6374099,32
24,73,71892,4,1,5.0562,445,2.80427,30
24,74,71892,4,1,5.0562,445,2.90569,48
24,75,71892,4,1,5.0562,445,3.0390999,47
24,76,71892,4,1,5.0562,445,3.2125101,59
24,77,71892,4,1,5.0562,445,3.23648,67
24,78,71892,4,1,5.0562,445,3.2456,69
24,79,71892,4,1,5.0562,445,3.3079901,93
25,70,75815,17,1,3.3930199,337,2.6868601,53
25,71,75815,17,1,3.3930199,337,2.52723,31
25,72,75815,17,1,3.3930199,337,2.5309899,46
25,73,75815,17,1,3.3930199,337,2.49775,42
25,74,75815,17,1,3.3930199,337,2.48562,33
25,75,75815,17,1,3.3930199,337,2.5216401,28
25,76,75815,17,1,3.3930199,337,2.57002,47
25,77,75815,17,1,3.3930199,337,2.7308199,42
25,78,75815,17,1,3.3930199,337,2.8383601,49
25,79,75815,17,1,3.3930199,337,2.9603,50
26,70,75887,4,1,4.6890202,276,2.5331199,16
26,71,75887,4,1,4.6890202,276,2.5130999,22
26,72,75887,4,1,4.6890202,276,2.4463401,37
26,73,75887,4,1,4.6890202,276,2.49084,27
26,74,75887,4,1,4.6890202,276,2.5997701,55
26,75,75887,4,1,4.6890202,276,2.6311901,21
26,76,75887,4,1,4.6890202,276,2.6918499,26
26,77,75887,4,1,4.6890202,276,2.87938,44
26,78,75887,4,1,4.6890202,276,2.86182,34
26,79,75887,4,1,4.6890202,276,2.96404,32
27,70,77455,8,0,3.00195,26,.26677001,4
27,71,77455,8,0,3.00195,26,.23562001,2
27,72,77455,8,0,3.00195,26,.27763,3
27,73,77455,8,0,3.00195,26,.29703999,3
27,74,77455,8,0,3.00195,26,.39860001,1
27,75,77455,8,0,3.00195,26,.35192001,4
27,76,77455,8,0,3.00195,26,.50182003,3
27,77,77455,8,0,3.00195,26,.59265,4
27,78,77455,8,0,3.00195,26,.66117001,2
27,79,77455,8,0,3.00195,26,.83759999,6
28,70,77851,17,1,4.1720901,469,3.0218799,59
28,71,77851,17,1,4.1720901,469,2.91011,66
28,72,77851,17,1,4.1720901,469,3.1080799,82
28,73,77851,17,1,4.1720901,469,3.1029699,63
28,74,77851,17,1,4.1720901,469,2.8956699,62
28,75,77851,17,1,4.1720901,469,2.8219299,67
28,76,77851,17,1,4.1720901,469,2.7453101,70
28,77,77851,17,1,4.1720901,469,2.84901,43
28,78,77851,17,1,4.1720901,469,2.7072001,48
28,79,77851,17,1,4.1720901,469,2.7455599,34
29,70,87509,8,0,8.10571,240,3.29739,56
29,71,87509,8,0,8.10571,240,3.14958,34
29,72,87509,8,0,8.10571,240,3.1612501,48
29,73,87509,8,0,8.10571,240,3.2665901,38
29,74,87509,8,0,8.10571,240,3.3168199,34
29,75,87509,8,0,8.10571,240,3.37624,18
29,76,87509,8,0,8.10571,240,3.46913,29
29,77,87509,8,0,8.10571,240,3.3764501,26
29,78,87509,8,0,8.10571,240,3.16063,23
29,79,87509,8,0,8.10571,240,3.17485,24
30,70,90743,5,0,3.5343201,23,-.39886001,8
30,71,90743,5,0,3.5343201,23,-.34805,3
30,72,90743,5,0,3.5343201,23,-.23193,4
30,73,90743,5,0,3.5343201,23,-.12818,4
30,74,90743,5,0,3.5343201,23,-.056249999,4
30,75,90743,5,0,3.5343201,23,.020029999,3
30,76,90743,5,0,3.5343201,23,.15236001,4
30,77,90743,5,0,3.5343201,23,.18585999,2
30,78,90743,5,0,3.5343201,23,.17188001,1
30,79,90743,5,0,3.5343201,23,.22877,1
31,70,97023,16,0,6.4637098,739,4.2898798,48
31,71,97023,16,0,6.4637098,739,4.1011701,32
31,72,97023,16,0,6.4637098,739,3.9441199,41
31,73,97023,16,0,6.4637098,739,3.96085,74
31,74,97023,16,0,6.4637098,739,5.0247798,93
31,75,97023,16,0,6.4637098,739,4.9856801,84
31,76,97023,16,0,6.4637098,739,4.9440498,97
31,77,97023,16,0,6.4637098,739,5.0231199,116
31,78,97023,16,0,6.4637098,739,5.1677799,120
31,79,97023,16,0,6.4637098,739,5.72262,114
32,70,97383,18,0,6.8129802,40,1.60279,7
32,71,97383,18,0,6.8129802,40,1.65444,7
32,72,97383,18,0,6.8129802,40,.74146003,3
32,73,97383,18,0,6.8129802,40,.75023001,2
32,74,97383,18,0,6.8129802,40,.80616999,5
32,75,97383,18,0,6.8129802,40,.57516998,6
32,76,97383,18,0,6.8129802,40,.88449001,5
32,77,97383,18,0,6.8129802,40,1.00051,4
32,78,97383,18,0,6.8129802,40,1.00027,7
32,79,97383,18,0,6.8129802,40,1.1159199,8
33,70,99725,15,0,6.1571598,667,3.78719,86
33,71,99725,15,0,6.1571598,667,3.71436,93
33,72,99725,15,0,6.1571598,667,3.75352,90
33,73,99725,15,0,6.1571598,667,3.65677,74
33,74,99725,15,0,6.1571598,667,3.5854199,83
33,75,99725,15,0,6.1571598,667,3.4916601,78
33,76,99725,15,0,6.1571598,667,3.4805,112
33,77,99725,15,0,6.1571598,667,3.54422,97
33,78,99725,15,0,6.1571598,667,3.62625,58
33,79,99725,15,0,6.1571598,667,3.4806099,75
34,70,106763,9,0,1.50704,8,-.95111001,2
34,71,106763,9,0,1.50704,8,-.82249999,0
34,72,106763,9,0,1.50704,8,-1.20397,1
34,73,106763,9,0,1.50704,8,-2.0069499,1
34,74,106763,9,0,1.50704,8,-2.70805,1
34,75,106763,9,0,1.50704,8,-2.2532401,0
34,76,106763,9,0,1.50704,8,-2.1533799,3
34,77,106763,9,0,1.50704,8,-2.7746501,0
34,78,106763,9,0,1.50704,8,-2.6973,2
34,79,106763,9,0,1.50704,8,-2.42504,0
35,70,110097,4,1,5.6154199,529,3.73722,47
35,71,110097,4,1,5.6154199,529,3.7714601,40
35,72,110097,4,1,5.6154199,529,3.8401799,64
35,73,110097,4,1,5.6154199,529,3.83708,54
35,74,110097,4,1,5.6154199,529,3.8763199,52
35,75,110097,4,1,5.6154199,529,3.9186001,71
35,76,110097,4,1,5.6154199,529,3.95105,66
35,77,110097,4,1,5.6154199,529,4.0125599,75
35,78,110097,4,1,5.6154199,529,4.0531702,79
35,79,110097,4,1,5.6154199,529,4.09372,68
36,70,117421,8,0,3.7671299,7,.4833,2
36,71,117421,8,0,3.7671299,7,.50305003,1
36,72,117421,8,0,3.7671299,7,.64972001,4
36,73,117421,8,0,3.7671299,7,.61243999,1
36,74,117421,8,0,3.7671299,7,.58731002,1
36,75,117421,8,0,3.7671299,7,.49450999,1
36,76,117421,8,0,3.7671299,7,.48387,0
36,77,117421,8,0,3.7671299,7,.53171998,0
36,78,117421,8,0,3.7671299,7,.52157003,0
36,79,117421,8,0,3.7671299,7,.68642998,0
37,70,118745,10,0,3.8262701,30,1.89048,6
37,71,118745,10,0,3.8262701,30,1.96705,15
37,72,118745,10,0,3.8262701,30,1.9629101,0
37,73,118745,10,0,3.8262701,30,1.5474,8
37,74,118745,10,0,3.8262701,30,1.84448,6
37,75,118745,10,0,3.8262701,30,2.0109999,4
37,76,118745,10,0,3.8262701,30,2.30918,4
37,77,118745,10,0,3.8262701,30,2.28948,1
37,78,118745,10,0,3.8262701,30,2.3070199,4
37,79,118745,10,0,3.8262701,30,2.2622001,3
38,70,120655,14,0,5.02772,360,2.4966099,54
38,71,120655,14,0,5.02772,360,2.4337599,58
38,72,120655,14,0,5.02772,360,1.74344,43
38,73,120655,14,0,5.02772,360,1.77613,41
38,74,120655,14,0,5.02772,360,2.03532,40
38,75,120655,14,0,5.02772,360,1.25332,38
38,76,120655,14,0,5.02772,360,.97271001,39
38,77,120655,14,0,5.02772,360,1.19086,67
38,78,120655,14,0,5.02772,360,1.7399,53
38,79,120655,14,0,5.02772,360,1.32648,39
39,70,121691,2,0,6.7411499,104,2.1528399,19
39,71,121691,2,0,6.7411499,104,2.0328701,27
39,72,121691,2,0,6.7411499,104,1.79176,20
39,73,121691,2,0,6.7411499,104,1.5474,14
39,74,121691,2,0,6.7411499,104,1.63476,10
39,75,121691,2,0,6.7411499,104,1.35868,17
39,76,121691,2,0,6.7411499,104,1.3012201,15
39,77,121691,2,0,6.7411499,104,1.23169,9
39,78,121691,2,0,6.7411499,104,1.15645,9
39,79,121691,2,0,6.7411499,104,1.16359,10
40,70,122781,11,1,6.6814899,859,3.90538,143
40,71,122781,11,1,6.6814899,859,3.9031999,97
40,72,122781,11,1,6.6814899,859,3.92715,84
40,73,122781,11,1,6.6814899,859,4.1216002,90
40,74,122781,11,1,6.6814899,859,4.2908101,83
40,75,122781,11,1,6.6814899,859,4.3638902,132
40,76,122781,11,1,6.6814899,859,4.3733902,93
40,77,122781,11,1,6.6814899,859,4.4292998,143
40,78,122781,11,1,6.6814899,859,4.5067101,105
40,79,122781,11,1,6.6814899,859,4.5906,129
41,70,124884,,0,3.0222499,3,.19402,7
41,71,124884,,0,3.0222499,3,-.46583,3
41,72,124884,,0,3.0222499,3,-.16252001,1
41,73,124884,,0,3.0222499,3,-.075120002,0
41,74,124884,,0,3.0222499,3,-.52806997,1
41,75,124884,,0,3.0222499,3,-.66779,0
41,76,124884,,0,3.0222499,3,-.62704998,1
41,77,124884,,0,3.0222499,3,-.63652003,0
41,78,124884,,0,3.0222499,3,-.7568,0
41,79,124884,,0,3.0222499,3,-.04707,0
42,70,126149,1,0,6.45013,131,2.9319301,30
42,71,126149,1,0,6.45013,131,2.9519,20
42,72,126149,1,0,6.45013,131,2.79423,13
42,73,126149,1,0,6.45013,131,2.7121799,26
42,74,126149,1,0,6.45013,131,2.71859,23
42,75,126149,1,0,6.45013,131,2.82655,13
42,76,126149,1,0,6.45013,131,2.89045,16
42,77,126149,1,0,6.45013,131,2.86093,13
42,78,126149,1,0,6.45013,131,2.87922,11
42,79,126149,1,0,6.45013,131,2.98225,16
43,70,127055,8,1,5.6195998,105,2.3992,11
43,71,127055,8,1,5.6195998,105,2.46243,11
43,72,127055,8,1,5.6195998,105,2.37146,14
43,73,127055,8,1,5.6195998,105,2.23734,13
43,74,127055,8,1,5.6195998,105,2.2795899,19
43,75,127055,8,1,5.6195998,105,2.30686,15
43,76,127055,8,1,5.6195998,105,2.2811999,16
43,77,127055,8,1,5.6195998,105,2.3201101,12
43,78,127055,8,1,5.6195998,105,2.3257101,8
43,79,127055,8,1,5.6195998,105,2.3639901,8
44,70,146285,4,1,3.3828399,18,2.21135,3
44,71,146285,4,1,3.3828399,18,2.03684,3
44,72,146285,4,1,3.3828399,18,2.11288,3
44,73,146285,4,1,3.3828399,18,2.0759101,4
44,74,146285,4,1,3.3828399,18,1.81833,2
44,75,146285,4,1,3.3828399,18,1.95355,5
44,76,146285,4,1,3.3828399,18,1.90957,0
44,77,146285,4,1,3.3828399,18,1.88568,1
44,78,146285,4,1,3.3828399,18,1.93504,3
44,79,146285,4,1,3.3828399,18,1.9615901,0
45,70,149123,10,0,6.8382802,2288,4.52953,129
45,71,149123,10,0,6.8382802,2288,4.6551499,166
45,72,149123,10,0,6.8382802,2288,4.6511002,191
45,73,149123,10,0,6.8382802,2288,4.4823198,213
45,74,149123,10,0,6.8382802,2288,4.4998102,278
45,75,149123,10,0,6.8382802,2288,4.5433798,428
45,76,149123,10,0,6.8382802,2288,4.48177,388
45,77,149123,10,0,6.8382802,2288,4.6308799,378
45,78,149123,10,0,6.8382802,2288,4.64077,217
45,79,149123,10,0,6.8382802,2288,4.7084899,195
46,70,149645,4,1,-.24946,33,-.087609999,2
46,71,149645,4,1,-.24946,33,-.21766999,1
46,72,149645,4,1,-.24946,33,-.16723999,1
46,73,149645,4,1,-.24946,33,-.14,1
46,74,149645,4,1,-.24946,33,-.078189999,5
46,75,149645,4,1,-.24946,33,.17647,5
46,76,149645,4,1,-.24946,33,.54279,8
46,77,149645,4,1,-.24946,33,.59868997,6
46,78,149645,4,1,-.24946,33,.56621999,2
46,79,149645,4,1,-.24946,33,.46241,5
47,70,150843,3,1,7.20084,578,4.07653,115
47,71,150843,3,1,7.20084,578,3.9826901,129
47,72,150843,3,1,7.20084,578,3.95508,82
47,73,150843,3,1,7.20084,578,3.8297801,78
47,74,150843,3,1,7.20084,578,3.90344,84
47,75,150843,3,1,7.20084,578,3.9081199,68
47,76,150843,3,1,7.20084,578,3.94028,71
47,77,150843,3,1,7.20084,578,3.9660499,78
47,78,150843,3,1,7.20084,578,3.9658599,61
47,79,150843,3,1,7.20084,578,3.9806299,56
48,70,157186,6,0,.83183998,3,.1037,0
48,71,157186,6,0,.83183998,3,-.24002001,0
48,72,157186,6,0,.83183998,3,-.82782,0
48,73,157186,6,0,.83183998,3,-.26660001,1
48,74,157186,6,0,.83183998,3,-.046360001,0
48,75,157186,6,0,.83183998,3,-.01253,0
48,76,157186,6,0,.83183998,3,.096579999,2
48,77,157186,6,0,.83183998,3,-.0048099998,0
48,78,157186,6,0,.83183998,3,.1129,0
48,79,157186,6,0,.83183998,3,.1389,0
49,70,158609,15,0,1.58982,0,-1.45718,0
49,71,158609,15,0,1.58982,0,-1.44666,0
49,72,158609,15,0,1.58982,0,-1.0498199,0
49,73,158609,15,0,1.58982,0,-.53684998,0
49,74,158609,15,0,1.58982,0,-.30783001,0
49,75,158609,15,0,1.58982,0,-.49665999,0
49,76,158609,15,0,1.58982,0,-.67206001,0
49,77,158609,15,0,1.58982,0,-.45896,0
49,78,158609,15,0,1.58982,0,-.49173,0
49,79,158609,15,0,1.58982,0,-.63628,0
50,70,158663,13,0,4.8480802,39,1.19733,5
50,71,158663,13,0,4.8480802,39,1.20815,5
50,72,158663,13,0,4.8480802,39,1.75665,3
50,73,158663,13,0,4.8480802,39,1.75116,5
50,74,158663,13,0,4.8480802,39,1.56576,9
50,75,158663,13,0,4.8480802,39,1.3979,6
50,76,158663,13,0,4.8480802,39,1.4145499,7
50,77,158663,13,0,4.8480802,39,1.4628,4
50,78,158663,13,0,4.8480802,39,1.54849,4
50,79,158663,13,0,4.8480802,39,1.58707,1
51,70,165339,4,1,4.1856198,14,.98123997,0
51,71,165339,4,1,4.1856198,14,1.29747,1
51,72,165339,4,1,4.1856198,14,1.49537,4
51,73,165339,4,1,4.1856198,14,1.20322,1
51,74,165339,4,1,4.1856198,14,1.26683,2
51,75,165339,4,1,4.1856198,14,1.36645,0
51,76,165339,4,1,4.1856198,14,1.52756,4
51,77,165339,4,1,4.1856198,14,1.5850199,1
51,78,165339,4,1,4.1856198,14,1.69493,0
51,79,165339,4,1,4.1856198,14,1.72869,2
52,70,171196,15,0,7.6824002,261,5.0331898,42
52,71,171196,15,0,7.6824002,261,5.0286002,24
52,72,171196,15,0,7.6824002,261,5.24965,34
52,73,171196,15,0,7.6824002,261,5.44735,39
52,74,171196,15,0,7.6824002,261,5.32862,25
52,75,171196,15,0,7.6824002,261,5.0425501,36
52,76,171196,15,0,7.6824002,261,5.32657,35
52,77,171196,15,0,7.6824002,261,5.44174,39
52,78,171196,15,0,7.6824002,261,5.3870702,31
52,79,171196,15,0,7.6824002,261,5.3404899,22
53,70,172172,12,0,4.4513302,207,2.4013,33
53,71,172172,12,0,4.4513302,207,2.34758,51
53,72,172172,12,0,4.4513302,207,2.3617001,30
53,73,172172,12,0,4.4513302,207,2.3346801,29
53,74,172172,12,0,4.4513302,207,2.3111,37
53,75,172172,12,0,4.4513302,207,2.3180301,24
53,76,172172,12,0,4.4513302,207,2.2620201,30
53,77,172172,12,0,4.4513302,207,2.3236101,30
53,78,172172,12,0,4.4513302,207,2.3442299,21
53,79,172172,12,0,4.4513302,207,2.36026,6
54,70,173036,5,0,7.6984701,167,2.8067701,77
54,71,173036,5,0,7.6984701,167,2.75969,87
54,72,173036,5,0,7.6984701,167,2.68102,57
54,73,173036,5,0,7.6984701,167,2.3715799,21
54,74,173036,5,0,7.6984701,167,2.3526001,19
