id,choice2011,wage2011,educ2011,expwc2011,expbc2011,expser2011,manuf2011,black2011,enroll2011,employ2011,exper2011,status2011,choice2012,wage2012,educ2012,expwc2012,expbc2012,expser2012,manuf2012,black2012,enroll2012,employ2012,exper2012,status2012,choice2013,wage2013,educ2013,expwc2013,expbc2013,expser2013,manuf2013,black2013,enroll2013,employ2013,exper2013,status2013,choice2014,wage2014,educ2014,expwc2014,expbc2014,expser2014,manuf2014,black2014,enroll2014,employ2014,exper2014,status2014,choice2015,wage2015,educ2015,expwc2015,expbc2015,expser2015,manuf2015,black2015,enroll2015,employ2015,exper2015,status2015,choice2016,wage2016,educ2016,expwc2016,expbc2016,expser2016,manuf2016,black2016,enroll2016,employ2016,exper2016,status2016,choice2017,wage2017,educ2017,expwc2017,expbc2017,expser2017,manuf2017,black2017,enroll2017,employ2017,exper2017,status2017
29,1,,10,0,0,0,0,1,1,0,0,1,1,,11,0,0,0,0,1,1,0,0,1,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,4,10686.22,14,0,0,0,1,1,0,1,0,3,4,10735.26,14,0,1,0,1,1,0,1,1,3,4,10470.49,14,0,2,0,1,1,0,1,2,3
37,1,,10,0,0,0,0,1,1,0,0,1,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,5,7424.1299,11,0,0,0,0,1,0,1,0,3,2,,11,0,0,1,0,1,0,0,1,2,4,5847.5898,11,0,0,1,0,1,0,1,1,3
39,1,,11,0,0,0,0,1,1,0,0,1,3,5916.0898,12,0,0,0,0,1,0,1,0,3,3,7135.3301,12,1,0,0,0,1,0,1,1,3,3,7532.46,12,2,0,0,0,1,0,1,2,3,4,8846.4805,12,3,0,0,0,1,0,1,3,3,5,13250,12,3,1,0,0,1,0,1,4,3,5,11652.5,12,3,1,1,0,1,0,1,5,3
40,2,,12,0,0,0,0,1,0,0,0,2,4,12629.97,12,0,0,0,0,1,0,1,0,3,4,16430.869,12,0,1,0,0,1,0,1,1,3,4,17644.24,12,0,2,0,0,1,0,1,2,3,4,17583.84,12,0,3,0,0,1,0,1,3,3,4,22234.6,12,0,4,0,1,1,0,1,4,3,3,15833.61,12,0,5,0,0,1,0,1,5,3
43,2,,13,0,0,0,0,1,0,0,0,2,2,,13,0,0,0,0,1,0,0,0,2,4,17493.449,13,0,0,0,0,1,0,1,0,3,2,,13,0,1,0,0,1,0,0,1,2,4,,13,0,1,0,1,1,0,1,1,3,2,,13,0,2,0,0,1,0,0,2,2,2,,13,0,2,0,0,1,0,0,2,2
46,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,5,,9,0,0,0,0,1,0,1,0,3,2,,9,0,0,1,0,1,0,0,1,2,2,,9,0,0,1,0,1,0,0,1,2,2,,9,0,0,1,0,1,0,0,1,2,2,,9,0,0,1,0,1,0,0,1,2
49,1,,11,0,0,0,0,1,1,0,0,1,3,8142.2002,12,0,0,0,0,1,0,1,0,3,1,,12,1,0,0,0,1,1,0,1,1,4,13241.52,13,1,0,0,0,1,0,1,1,3,4,13104.87,13,1,1,0,0,1,0,1,2,3,3,12303.88,13,1,2,0,0,1,0,1,3,3,3,21199.881,13,2,2,0,0,1,0,1,4,3
53,2,,12,0,0,0,0,1,0,0,0,2,4,10366.97,12,0,0,0,0,1,0,1,0,3,2,,12,0,1,0,0,1,0,0,1,2,4,7316.0698,12,0,1,0,0,1,0,1,1,3,2,,12,0,2,0,0,1,0,0,2,2,2,,12,0,2,0,0,1,0,0,2,2,4,5468.6201,12,0,2,0,0,1,0,1,2,3
54,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,1,,12,0,0,0,0,1,1,0,0,1,5,,13,0,0,0,0,1,0,1,0,3,5,,13,0,0,1,0,1,0,1,1,3,5,11662.17,13,0,0,2,0,1,0,1,2,3
57,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,4,6832.4102,11,0,0,0,0,1,0,1,0,3,5,10253.67,11,0,1,0,0,1,0,1,1,3
62,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2,4,,11,0,1,0,0,1,0,1,1,3,2,,11,0,2,0,0,1,0,0,2,2
65,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,1,,16,0,0,0,0,1,1,0,0,1,3,22507.51,17,0,0,0,1,1,0,1,0,3,3,25310.381,17,1,0,0,1,1,0,1,1,3
69,1,,13,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2,,14,0,0,0,0,1,0,0,0,2,2,,14,0,0,0,0,1,0,0,0,2,1,,14,0,0,0,0,1,1,0,0,1,2,,15,0,0,0,0,1,0,0,0,2,1,,15,0,0,0,0,1,1,0,0,1,4,30359.9,16,0,0,0,0,1,0,1,0,3,3,17577.721,16,0,1,0,0,1,0,1,1,3
78,2,,12,0,1,0,0,1,0,0,1,2,2,,12,0,1,0,0,1,0,0,1,2,4,7584.8701,12,0,1,0,0,1,0,1,1,3,2,,12,0,2,0,0,1,0,0,2,2,4,8430.6904,12,0,2,0,1,1,0,1,2,3,4,11849.54,12,0,3,0,0,1,0,1,3,3,4,11563.88,12,0,4,0,0,1,0,1,4,3
86,4,8354.3203,12,0,1,0,,1,0,1,1,3,4,,12,0,2,0,0,1,0,1,2,3,2,,12,0,3,0,0,1,0,0,3,2,5,,12,0,3,0,0,1,0,1,3,3,2,,12,0,3,1,0,1,0,0,4,2,2,,12,0,3,1,0,1,0,0,4,2,2,,12,0,3,1,0,1,0,0,4,2
87,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4,,12,0,2,0,1,1,0,1,2,3,4,,12,0,3,0,0,1,0,1,3,3,4,11731.77,12,0,4,0,0,1,0,1,4,3,4,13458.69,12,0,5,0,0,1,0,1,5,3,2,,12,0,6,0,0,1,0,0,6,2,2,,12,0,6,0,0,1,0,0,6,2,4,12292.59,12,0,6,0,0,1,0,1,6,3
91,3,99012.758,10,0,2,0,0,1,0,1,2,3,4,38598.59,10,1,2,0,0,1,0,1,3,3,4,49920.441,10,1,3,0,0,1,0,1,4,3,3,49252.121,10,1,4,0,0,1,0,1,5,3,3,48743.84,10,2,4,0,0,1,0,1,6,3,4,38839.809,10,3,4,0,0,1,0,1,7,3,3,22668.189,10,3,5,0,0,1,0,1,8,3
93,1,,10,0,0,0,0,1,1,0,0,1,1,,11,0,0,0,0,1,1,0,0,1,,,12,0,0,0,,1,0,0,0,,3,11304,12,0,0,0,1,1,0,1,0,3,4,11506.14,12,1,0,0,0,1,0,1,1,3,4,10333.03,12,1,1,0,0,1,0,1,2,3,4,11736.27,12,1,2,0,0,1,0,1,3,3
94,2,,8,0,3,0,0,1,0,0,3,2,2,,8,0,3,0,0,1,0,0,3,2,2,,8,0,3,0,0,1,0,0,3,2,4,10123.7,8,0,3,0,0,1,0,1,3,3,4,,8,0,4,0,0,1,0,1,4,3,4,12127.97,8,0,5,0,0,1,0,1,5,3,3,12908.68,8,0,6,0,0,1,0,1,6,3
100,3,13613.24,13,1,0,0,0,1,0,1,1,3,3,18157.83,13,2,0,0,0,1,0,1,2,3,3,19440.41,13,3,0,0,0,1,0,1,3,3,4,21109.631,13,4,0,0,0,1,0,1,4,3,4,21367.92,13,4,1,0,0,1,0,1,5,3,4,21220.23,13,4,2,0,0,1,0,1,6,3,4,20942.48,13,4,3,0,0,1,0,1,7,3
105,2,,12,0,1,0,0,1,0,0,1,2,2,,12,0,1,0,0,1,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,4,7223.9399,12,0,0,0,0,1,0,1,0,3,5,7873.3398,12,0,1,0,0,1,0,1,1,3,2,,12,0,1,1,0,1,0,0,2,2
107,1,,11,0,0,0,0,1,1,0,0,1,3,,12,0,0,0,1,1,0,1,0,3,2,,12,1,0,0,0,1,0,0,1,2,3,,12,1,0,0,0,1,0,1,1,3,4,,12,2,0,0,0,1,0,1,2,3,2,,12,2,1,0,0,1,0,0,3,2,3,,12,2,1,0,0,1,0,1,3,3
108,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,2,,16,0,0,0,0,1,0,0,0,2,2,,16,0,0,0,0,1,0,0,0,2,2,,16,0,0,0,0,1,0,0,0,2,2,,16,0,0,0,0,1,0,0,0,2,2,,16,0,0,0,0,1,0,0,0,2
109,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,1,,16,0,0,0,0,1,1,0,0,1,3,8406.4805,17,0,0,0,0,1,0,1,0,3,3,8603.0996,17,1,0,0,0,1,0,1,1,3,2,,17,2,0,0,0,1,0,0,2,2,3,15521.62,17,2,0,0,0,1,0,1,2,3
113,2,,13,0,0,0,0,1,0,0,0,2,2,,13,0,0,0,0,1,0,0,0,2,2,,13,0,0,0,0,1,0,0,0,2,2,,13,0,0,0,0,1,0,0,0,2,3,8255.9297,13,0,0,0,0,1,0,1,0,3,2,,13,1,0,0,0,1,0,0,1,2,2,,13,1,0,0,0,1,0,0,1,2
120,2,,10,0,0,0,0,1,0,0,0,2,4,16440.279,10,0,0,0,1,1,0,1,0,3,2,,10,0,1,0,0,1,0,0,1,2,2,,10,0,1,0,0,1,0,0,1,2,5,9186.9102,10,0,1,0,0,1,0,1,1,3,5,13624.35,10,0,1,1,0,1,0,1,2,3,5,16781.279,10,0,1,2,0,1,0,1,3,3
121,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,2,,9,0,0,0,0,1,0,0,0,2,5,7312.3198,9,0,0,0,0,1,0,1,0,3
123,2,,12,0,0,0,0,1,0,0,0,2,3,9862.3896,12,0,0,0,0,1,0,1,0,3,3,9514.5703,12,1,0,0,0,1,0,1,1,3,4,11186.44,12,2,0,0,0,1,0,1,2,3,4,11071,12,2,1,0,0,1,0,1,3,3,3,11622.63,12,2,2,0,0,1,0,1,4,3,4,10718.48,12,3,2,0,0,1,0,1,5,3
125,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,2,,8,0,0,0,0,1,0,0,0,2,5,8310.5898,8,0,0,0,0,1,0,1,0,3,5,8940.9697,8,0,0,1,0,1,0,1,1,3,5,14493.31,8,0,0,2,0,1,0,1,2,3
128,1,,12,0,0,0,0,1,1,0,0,1,2,,13,0,0,0,0,1,0,0,0,2,2,,13,0,0,0,0,1,0,0,0,2,5,,13,0,0,0,0,1,0,1,0,3,3,16143.42,13,0,0,1,0,1,0,1,1,3,3,17481.961,13,1,0,1,0,1,0,1,2,3,3,19679.891,13,2,0,1,0,1,0,1,3,3
131,2,,11,0,1,0,0,1,0,0,1,2,5,,11,0,1,0,0,1,0,1,1,3,5,,11,0,1,1,0,1,0,1,2,3,3,11523.86,11,0,1,2,0,1,0,1,3,3,4,11939.98,11,1,1,2,0,1,0,1,4,3,3,10106.64,11,1,2,2,0,1,0,1,5,3,3,12889.18,11,2,2,2,0,1,0,1,6,3
133,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,4,13466.18,12,0,0,0,0,1,0,1,0,3,4,14558.18,12,0,1,0,0,1,0,1,1,3,4,11443.64,12,0,2,0,0,1,0,1,2,3,4,33661.91,12,0,3,0,0,1,0,1,3,3,2,,12,0,4,0,0,1,0,0,4,2
136,4,,10,0,0,1,0,1,0,1,1,3,4,,10,0,1,1,0,1,0,1,2,3,2,,10,0,2,1,0,1,0,0,3,2,2,,10,0,2,1,0,1,0,0,3,2,4,10101.58,10,0,2,1,0,1,0,1,3,3,2,,10,0,3,1,0,1,0,0,4,2,4,4874.8799,10,0,3,1,0,1,0,1,4,3
139,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,5,7940,10,0,0,0,0,1,0,1,0,3,5,9086.7803,10,0,0,1,0,1,0,1,1,3
142,4,27189.689,12,0,0,0,0,1,0,1,0,3,4,34132.711,12,0,1,0,0,1,0,1,1,3,1,,12,0,2,0,0,1,1,0,2,1,4,29032.881,13,0,2,0,0,1,0,1,2,3,4,11763.75,13,0,3,0,0,1,0,1,3,3,4,,13,0,4,0,0,1,0,1,4,3,,,,,,,,,,,,
144,5,7819.7402,12,0,0,1,0,1,0,1,1,3,2,,12,0,0,2,0,1,0,0,2,2,4,9407.3096,12,0,0,2,0,1,0,1,2,3,2,,12,0,1,2,0,1,0,0,3,2,5,11169,12,0,1,2,0,1,0,1,3,3,5,8844.7305,12,0,1,3,0,1,0,1,4,3,5,3509.9099,12,0,1,4,0,1,0,1,5,3
146,4,,9,0,4,0,0,1,0,1,4,3,4,,9,0,5,0,0,1,0,1,5,3,2,,9,0,6,0,0,1,0,0,6,2,4,,9,0,6,0,0,1,0,1,6,3,4,,9,0,7,0,0,1,0,1,7,3,4,,9,0,8,0,0,1,0,1,8,3,4,13581.57,9,0,9,0,0,1,0,1,9,3
151,4,5290.8999,10,0,0,0,0,1,0,1,0,3,1,,10,0,1,0,0,1,1,0,1,1,4,,11,0,1,0,,1,0,1,1,3,4,,11,0,2,0,1,1,0,1,2,3,4,,11,0,3,0,0,1,0,1,3,3,5,6906.9902,11,0,4,0,0,1,0,1,4,3,4,9883.9199,11,0,4,1,0,1,0,1,5,3
152,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,5,,12,0,0,0,0,1,0,1,0,3,5,7553.3701,12,0,0,1,0,1,0,1,1,3,1,,12,0,0,2,0,1,1,0,2,1,4,4823.3701,13,0,0,2,0,1,0,1,2,3,4,11017.18,13,0,1,2,0,1,0,1,3,3
155,1,,15,0,0,0,0,1,1,0,0,1,3,34445.559,16,0,0,0,1,1,0,1,0,3,3,35351.82,16,1,0,0,0,1,0,1,1,3,3,36812.828,16,2,0,0,0,1,0,1,2,3,3,36821.172,16,3,0,0,0,1,0,1,3,3,3,35504.398,16,4,0,0,0,1,0,1,4,3,3,39369.531,16,5,0,0,0,1,0,1,5,3
157,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,1,,14,0,0,0,0,1,1,0,0,1,1,,15,0,0,0,0,1,1,0,0,1,2,,16,0,0,0,0,1,0,0,0,2,3,,16,0,0,0,0,1,0,1,0,3,,,16,1,0,0,,1,0,0,1,
167,1,,10,0,0,0,0,1,1,0,0,1,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,4,6631.4302,12,0,0,0,0,1,0,1,0,3,4,5716.9502,12,0,1,0,0,1,0,1,1,3,1,,12,0,2,0,0,1,1,0,2,1,4,7305.0098,13,0,2,0,0,1,0,1,2,3
173,1,,11,0,0,0,0,1,1,0,0,1,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,4,8122.3599,12,0,0,0,1,1,0,1,0,3,4,8021.5698,12,0,1,0,1,1,0,1,1,3,4,10575.44,12,0,2,0,1,1,0,1,2,3,4,12284.7,12,0,3,0,1,1,0,1,3,3
174,5,5650.79,12,0,0,1,0,1,0,1,1,3,2,,12,0,0,2,0,1,0,0,2,2,4,12580.72,12,0,0,2,1,1,0,1,2,3,4,,12,0,1,2,1,1,0,1,3,3,4,12727.27,12,0,2,2,1,1,0,1,4,3,3,18082.801,12,0,3,2,0,1,0,1,5,3,4,,12,1,3,2,1,1,0,1,6,3
177,1,,15,0,0,0,0,1,1,0,0,1,1,,16,0,0,0,0,1,1,0,0,1,1,,17,0,0,0,0,1,1,0,0,1,2,,18,0,0,0,0,1,0,0,0,2,2,,18,0,0,0,0,1,0,0,0,2,2,,18,0,0,0,0,1,0,0,0,2,2,,18,0,0,0,0,1,0,0,0,2
179,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,3,16452.721,11,0,0,0,0,1,0,1,0,3
185,5,13590.86,12,0,0,1,0,1,0,1,1,3,3,12956.47,12,0,0,2,0,1,0,1,2,3,3,15583.09,12,1,0,2,0,1,0,1,3,3,4,16292.37,12,2,0,2,0,1,0,1,4,3,4,16154.33,12,2,1,2,0,1,0,1,5,3,4,16170.62,12,2,2,2,0,1,0,1,6,3,4,28274.301,12,2,3,2,0,1,0,1,7,3
186,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,2,,12,0,0,0,0,1,0,0,0,2,4,10889.21,12,0,0,0,0,1,0,1,0,3,4,11686.67,12,0,1,0,0,1,0,1,1,3,4,10426.03,12,0,2,0,0,1,0,1,2,3,4,21921.359,12,0,3,0,1,1,0,1,3,3
187,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,4,29376.42,10,0,0,0,0,1,0,1,0,3,4,45539.859,10,0,1,0,0,1,0,1,1,3,2,,10,0,2,0,0,1,0,0,2,2
197,4,8543.4404,12,0,0,0,0,1,0,1,0,3,4,14294.58,12,0,1,0,0,1,0,1,1,3,4,13388.95,12,0,2,0,0,1,0,1,2,3,4,29069.58,12,0,3,0,0,1,0,1,3,3,4,,12,0,4,0,0,1,0,1,4,3,4,43003.602,12,0,5,0,0,1,0,1,5,3,4,40773.488,12,0,6,0,0,1,0,1,6,3
202,2,,10,0,0,0,0,1,0,0,0,2,4,7238.1201,10,0,0,0,0,1,0,1,0,3,4,4801.5498,10,0,1,0,0,1,0,1,1,3,4,2263.01,10,0,2,0,0,1,0,1,2,3,4,3100.29,10,0,3,0,0,1,0,1,3,3,4,10096.53,10,0,4,0,0,1,0,1,4,3,4,11908.31,10,0,5,0,0,1,0,1,5,3
203,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,4,,10,0,0,0,0,1,0,1,0,3,4,29428.869,10,0,1,0,0,1,0,1,1,3,2,,10,0,2,0,0,1,0,0,2,2
205,2,,13,0,0,0,0,1,0,0,0,2,2,,13,0,0,0,0,1,0,0,0,2,4,35646.379,13,0,0,0,0,1,0,1,0,3,4,17609.119,13,0,1,0,1,1,0,1,1,3,2,,13,0,2,0,0,1,0,0,2,2,2,,13,0,2,0,0,1,0,0,2,2,2,,13,0,2,0,0,1,0,0,2,2
210,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2,2,,10,0,0,0,0,1,0,0,0,2
212,1,,10,0,1,0,0,1,1,0,1,1,2,,11,0,1,0,0,1,0,0,1,2,2,,11,0,1,0,0,1,0,0,1,2,3,,11,0,1,0,0,1,0,1,1,3,4,33090.48,11,1,1,0,1,1,0,1,2,3,2,,11,1,2,0,0,1,0,0,3,2,1,,11,1,2,0,0,1,1,0,3,1
216,2,,8,0,0,1,0,1,0,0,1,2,2,,8,0,0,1,0,1,0,0,1,2,2,,8,0,0,1,0,1,0,0,1,2,2,,8,0,0,1,0,1,0,0,1,2,2,,8,0,0,1,0,1,0,0,1,2,3,5085.2798,8,0,0,1,0,1,0,1,1,3,2,,8,1,0,1,0,1,0,0,2,2
221,5,8450.6299,11,0,0,1,0,1,0,1,1,3,5,9616.9404,11,0,0,2,0,1,0,1,2,3,5,9659.4902,11,0,0,3,0,1,0,1,3,3,5,,11,0,0,4,0,1,0,1,4,3,4,10676.52,11,0,0,5,0,1,0,1,5,3,4,19026.369,11,0,1,5,0,1,0,1,6,3,4,17796.84,11,0,2,5,0,1,0,1,7,3
223,2,,8,0,1,0,0,1,0,0,1,2,2,,8,0,1,0,0,1,0,0,1,2,2,,8,0,1,0,0,1,0,0,1,2,2,,8,0,1,0,0,1,0,0,1,2,4,10602.64,8,0,1,0,0,1,0,1,1,3,4,10373.64,8,0,2,0,0,1,0,1,2,3,4,10198.25,8,0,3,0,0,1,0,1,3,3
226,1,,11,0,0,0,0,1,1,0,0,1,5,,12,0,0,0,0,1,0,1,0,3,5,7560.6899,12,0,0,1,0,1,0,1,1,3,2,,12,0,0,2,0,1,0,0,2,2,2,,12,0,0,2,0,1,0,0,2,2,5,7074.6499,12,0,0,2,0,1,0,1,2,3,2,,12,0,0,3,0,1,0,0,3,2
227,1,,10,0,0,0,0,1,1,0,0,1,1,,11,0,0,0,0,1,1,0,0,1,3,9473.0596,12,0,0,0,0,1,0,1,0,3,3,10917.07,12,1,0,0,0,1,0,1,1,3,3,8805.0996,12,2,0,0,0,1,0,1,2,3,3,9912.0898,12,3,0,0,0,1,0,1,3,3,3,18172.98,12,4,0,0,0,1,0,1,4,3
228,2,,10,0,0,0,0,1,0,0,0,2,1,,10,0,0,0,0,1,1,0,0,1,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,2,,11,0,0,0,0,1,0,0,0,2,3,7086.6401,11,0,0,0,0,1,0,1,0,3
232,1,,11,0,0,0,0,1,1,0,0,1,1,,12,0,0,0,0,1,1,0,0,1,1,,13,0,0,0,0,1,1,0,0,1,4,,14,0,0,0,0,1,0,1,0,3,3,10554.35,14,0,1,0,0,1,0,1,1,3,3,11453.3,14,1,1,0,0,1,0,1,2,3,3,11699.71,14,2,1,0,0,1,0,1,3,3
